OLD Block Name,Combined Shape Name,Converted On,Status,NOTES
flagstoneArch3m_tip,cobblestoneShapes:arch3mTip,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
flagstoneArrowSlitHalf,cobblestoneShapes:arrowSlitHalf,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
flagstoneBlock,cobblestoneShapes:cube,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
flagstoneCNRFull,cobblestoneShapes:rampOutsideCornerFull,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
flagstoneCNRInside,cobblestoneShapes:rampInsideCornerFull,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
flagstoneCNRRamp,cobblestoneShapes:rampCorner,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
flagstoneCNRRampFiller,cobblestoneShapes:rampCornerFiller,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
flagstoneCTRPlate,cobblestoneShapes:plateCentered,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
flagstoneCTRpole,cobblestoneShapes:poleCentered,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
flagstoneGable,cobblestoneShapes:wedgeTipHalf,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
flagstoneGableInvertedHalf,cobblestoneShapes:gableInvertedHalf,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
flagstoneGableInvertedQuarter,cobblestoneShapes:gableInvertedQuarter,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
flagstoneGableInvertedSteep,cobblestoneShapes:gableInvertedSteep,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
flagstoneGableQuarter,cobblestoneShapes:wedgeTipQuarter,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
flagstoneHalf,cobblestoneShapes:cubeHalf,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
flagstoneHalfBlockBaseboard1,cobblestoneShapes:halfBaseboard,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
flagstoneHalfBlockBaseboard4,cobblestoneShapes:halfBaseboard4Sided,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
flagstoneHalfBlockChairRail1,cobblestoneShapes:halfChairRail,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
flagstoneHalfBlockChairRail4,cobblestoneShapes:halfChairRail4Sided,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
flagstoneHalfBlockCornerBaseboard1,cobblestoneShapes:halfCornerBaseboard,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
flagstoneHalfBlockCornerBaseboard4,cobblestoneShapes:halfCornerBaseboard4Sided,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
flagstoneHalfBlockCornerChairRail1,cobblestoneShapes:halfCornerChairRail,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
flagstoneHalfBlockCornerChairRail4,cobblestoneShapes:halfCornerChairRail4Sided,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
flagstoneHalfQuarterPost,cobblestoneShapes:halfQuarterPost,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
flagstonePillar100,cobblestoneShapes:pillar100,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
flagstonePillar1006Way,cobblestoneShapes:pillar1006Way,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
flagstonePillar100Support,cobblestoneShapes:poleSupport1m,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
flagstonePillar50,cobblestoneShapes:pillar50,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
flagstonePlate,cobblestoneShapes:plate,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
flagstonePlateDiagonal,cobblestoneShapes:plateDiagonal,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
flagstonePlateDiagonalFiller,cobblestoneShapes:plateDiagonalFiller,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
flagstonePlateDiagonalFillerWallLeft,cobblestoneShapes:plateDiagonalFillerWallLeft,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
flagstonePlateDiagonalFillerWallRight,cobblestoneShapes:plateDiagonalFillerWallRight,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
flagstonePlateDiagonalWallLeft,cobblestoneShapes:plateDiagonalWallLeft,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
flagstonePlateDiagonalWallRight,cobblestoneShapes:plateDiagonalWallRight,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
flagstonePlateOffset,cobblestoneShapes:3mTubeCenterStraight,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
flagstonePlateWedgeFiller,cobblestoneShapes:plateWedge60Filler,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
flagstonePlateWedgeFillerWallLeft,cobblestoneShapes:plateWedge60FillerWallLeft,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
flagstonePlateWedgeFillerWallRight,cobblestoneShapes:plateWedge60FillerWallRight,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
flagstonePlateWedgeIncline,cobblestoneShapes:plateWedge60Incline,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
flagstonePlateWedgeInclineWallLeft,cobblestoneShapes:plateWedge60InclineWallLeft,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
flagstonePlateWedgeInclineWallRight,cobblestoneShapes:plateWedge60InclineWallRight,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
flagstonePlateWedgeTip,cobblestoneShapes:plateWedge60Tip,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
flagstonePlateWedgeTipWallLeft,cobblestoneShapes:plateWedge60TipWallLeft,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
flagstonePlateWedgeTipWallRight,cobblestoneShapes:plateWedge60TipWallRight,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
flagstonePole,cobblestoneShapes:pole,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
flagstonePyramid,cobblestoneShapes:pyramid,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
flagstoneQuarter,cobblestoneShapes:cubeQuarter,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
flagstoneQuarterCNR,cobblestoneShapes:quarterInsideCorner,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
flagstoneQuarterCNR3Way,cobblestoneShapes:quarterInsideCorner3way,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
flagstoneQuarterSCtr,cobblestoneShapes:quarterCenteredWall,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
flagstoneQuarterTeeSCtr,cobblestoneShapes:quarterTeeCentered,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
flagstoneRamp,cobblestoneShapes:ramp,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
flagstoneStairs25,cobblestoneShapes:stairsFilledVerticalUV,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
flagstoneStairs25CornerCNR,cobblestoneShapes:stairsFilledCorner,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
flagstoneStairs50,cobblestoneShapes:stairsFilledQuarterVerticalUV,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
flagstoneWedge,cobblestoneShapes:wedge60,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
flagstoneWedgeCNRInsideBottom,cobblestoneShapes:wedge60InsideCorner,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
flagstoneWedgeCNRInsideSteepBase,cobblestoneShapes:wedgeInsideCornerTop,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
flagstoneWedgeCNRInsideSteepTop,cobblestoneShapes:wedgeInsideCornerBase,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
flagstoneWedgeCNRInsideTop,cobblestoneShapes:wedge60InsideCorner2,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
flagstoneWedgeCNRSteepBase,cobblestoneShapes:wedge60TipCornerBase,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
flagstoneWedgeCNRSteepTop,cobblestoneShapes:wedge60TipCornerTop,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
flagstoneWedgeIncline,cobblestoneShapes:wedge60Incline,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
flagstoneWedgeStairs,cobblestoneShapes:wedgeStairs,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
flagstoneWedgeTip,cobblestoneShapes:wedge60Tip,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
flagstoneWedgeTipCNRFullBottom,cobblestoneShapes:wedge60TipCorner,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
flagstoneWedgeTipCNRFullTop,cobblestoneShapes:wedge60Corner,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
flagstoneWedgeTipStairs,cobblestoneShapes:wedgeTipStairs,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredConcreteArch,concreteShapes:arch,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredConcreteArrowSlitHalf,concreteShapes:arrowSlitHalf,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredConcreteBlock,concreteShapes:cube,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredConcreteCNRFull,concreteShapes:rampOutsideCornerFull,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredConcreteCNRInside,concreteShapes:rampInsideCornerFull,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredConcreteCNRRamp,concreteShapes:rampCorner,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredConcreteCNRRampFiller,concreteShapes:rampCornerFiller,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredConcreteCNRRound,concreteShapes:cornerRound,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredConcreteCNRRoundTop,concreteShapes:cubeCornerRoundTop,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredConcreteCTRPlate,concreteShapes:plateCentered,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredConcreteCTRpole,concreteShapes:poleCentered,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredConcreteEighth,concreteShapes:cubeEighth,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredConcreteGableInvertedHalf,concreteShapes:gableInvertedHalf,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredConcreteGableInvertedQuarter,concreteShapes:gableInvertedQuarter,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredConcreteGableInvertedSteep,concreteShapes:gableInvertedSteep,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredConcreteGableQuarter,concreteShapes:wedgeTipQuarter,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredConcreteHalf,concreteShapes:cubeHalf,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredConcreteHalfBlockBaseboard1,concreteShapes:halfBaseboard,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredConcreteHalfBlockBaseboard4,concreteShapes:halfBaseboard4Sided,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredConcreteHalfBlockChairRail1,concreteShapes:halfChairRail,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredConcreteHalfBlockChairRail4,concreteShapes:halfChairRail4Sided,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredConcreteHalfBlockCornerBaseboard1,concreteShapes:halfCornerBaseboard,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredConcreteHalfBlockCornerBaseboard4,concreteShapes:halfCornerBaseboard4Sided,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredConcreteHalfBlockCornerChairRail1,concreteShapes:halfCornerChairRail,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredConcreteHalfBlockCornerChairRail4,concreteShapes:halfCornerChairRail4Sided,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredConcreteHalfCentered,concreteShapes:cubeHalfCentered,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredConcreteHalfQuarterPost,concreteShapes:halfQuarterPost,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredConcretePillar100,concreteShapes:pillar100,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredConcretePillar1006Way,concreteShapes:pillar1006Way,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredConcretePillar100Cap,concreteShapes:pillar100Cap,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredConcretePillar100Support,concreteShapes:poleSupport1m,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredConcretePillar50,concreteShapes:pillar50,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredConcretePlate,concreteShapes:plate,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredConcretePlateDiagonal,concreteShapes:plateDiagonal,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredConcretePlateDiagonalFiller,concreteShapes:plateDiagonalFiller,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredConcretePlateDiagonalFillerWallLeft,concreteShapes:plateDiagonalFillerWallLeft,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredConcretePlateDiagonalFillerWallRight,concreteShapes:plateDiagonalFillerWallRight,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredConcretePlateDiagonalWallLeft,concreteShapes:plateDiagonalWallLeft,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredConcretePlateDiagonalWallRight,concreteShapes:plateDiagonalWallRight,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredConcretePlateOffset,concreteShapes:3mTubeCenterStraight,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredConcretePlateWedgeFiller,concreteShapes:plateWedge60Filler,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredConcretePlateWedgeFillerWallLeft,concreteShapes:plateWedge60FillerWallLeft,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredConcretePlateWedgeFillerWallRight,concreteShapes:plateWedge60FillerWallRight,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredConcretePlateWedgeIncline,concreteShapes:plateWedge60Incline,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredConcretePlateWedgeInclineWallLeft,concreteShapes:plateWedge60InclineWallLeft,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredConcretePlateWedgeInclineWallRight,concreteShapes:plateWedge60InclineWallRight,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredConcretePlateWedgeTip,concreteShapes:plateWedge60Tip,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredConcretePlateWedgeTipWallLeft,concreteShapes:plateWedge60TipWallLeft,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredConcretePlateWedgeTipWallRight,concreteShapes:plateWedge60TipWallRight,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredConcretePole,concreteShapes:pole,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredConcretePyramid,concreteShapes:pyramid,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredConcreteQuarter,concreteShapes:cubeQuarter,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredConcreteQuarterCNR,concreteShapes:quarterInsideCorner,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredConcreteQuarterCNR3Way,concreteShapes:quarterInsideCorner3way,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredConcreteQuarterSCtr,concreteShapes:quarterCenteredWall,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredConcreteQuarterTeeSCtr,concreteShapes:quarterTeeCentered,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredConcreteRamp,concreteShapes:ramp,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredConcreteStairs25,concreteShapes:stairsFilledVerticalUV,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredConcreteStairs25CornerCNR,concreteShapes:stairsFilledCorner,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredConcreteStairs50,concreteShapes:stairsFilledQuarterVerticalUV,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredConcreteStairsFilledRailingLeft,concreteShapes:stairsFilledRailingLeft,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredConcreteStairsFilledRailingRight,concreteShapes:stairsFilledRailingRight,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredConcreteStairsHollow,concreteShapes:stairsHollow,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredConcreteStairsHollowRailingLeft,concreteShapes:stairsHollowRailingLeft,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredConcreteStairsHollowRailingRight,concreteShapes:stairsHollowRailingRight,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredConcreteWedge,concreteShapes:wedge60,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredConcreteWedgeCNRInsideBottom,concreteShapes:wedge60InsideCorner,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredConcreteWedgeCNRInsideSteepBase,concreteShapes:wedgeInsideCornerTop,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredConcreteWedgeCNRInsideSteepTop,concreteShapes:wedgeInsideCornerBase,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredConcreteWedgeCNRInsideTop,concreteShapes:wedge60InsideCorner2,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredConcreteWedgeCNRSteepBase,concreteShapes:wedge60TipCornerBase,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredConcreteWedgeCNRSteepTop,concreteShapes:wedge60TipCornerTop,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredConcreteWedgeIncline,concreteShapes:wedge60Incline,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredConcreteWedgeStairs,concreteShapes:wedgeStairs,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredConcreteWedgeTip,concreteShapes:wedge60Tip,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredConcreteWedgeTipCNRFullBottom,concreteShapes:wedge60TipCorner,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredConcreteWedgeTipCNRFullTop,concreteShapes:wedge60Corner,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredConcreteWedgeTipStairs,concreteShapes:wedgeTipStairs,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredRConcreteArch,concreteShapes:arch,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredRConcreteArrowSlitHalf,concreteShapes:arrowSlitHalf,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredRConcreteBlock,concreteShapes:cube,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredRConcreteCNRFull,concreteShapes:rampOutsideCornerFull,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredRConcreteCNRInside,concreteShapes:rampInsideCornerFull,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredRConcreteCNRRamp,concreteShapes:rampCorner,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredRConcreteCNRRampFiller,concreteShapes:rampCornerFiller,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredRConcreteCNRRound,concreteShapes:cornerRound,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredRConcreteCNRRoundTop,concreteShapes:cubeCornerRoundTop,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredRConcreteCTRPlate,concreteShapes:plateCentered,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredRConcreteCTRpole,concreteShapes:poleCentered,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredRConcreteEighth,concreteShapes:cubeEighth,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredRConcreteGableInvertedHalf,concreteShapes:gableInvertedHalf,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredRConcreteGableInvertedQuarter,concreteShapes:gableInvertedQuarter,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredRConcreteGableInvertedSteep,concreteShapes:gableInvertedSteep,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredRConcreteGableQuarter,concreteShapes:wedgeTipQuarter,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredRConcreteHalf,concreteShapes:cubeHalf,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredRConcreteHalfBlockBaseboard1,concreteShapes:halfBaseboard,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredRConcreteHalfBlockBaseboard4,concreteShapes:halfBaseboard4Sided,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredRConcreteHalfBlockChairRail1,concreteShapes:halfChairRail,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredRConcreteHalfBlockChairRail4,concreteShapes:halfChairRail4Sided,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredRConcreteHalfBlockCornerBaseboard1,concreteShapes:halfCornerBaseboard,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredRConcreteHalfBlockCornerBaseboard4,concreteShapes:halfCornerBaseboard4Sided,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredRConcreteHalfBlockCornerChairRail1,concreteShapes:halfCornerChairRail,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredRConcreteHalfBlockCornerChairRail4,concreteShapes:halfCornerChairRail4Sided,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredRConcreteHalfCentered,concreteShapes:cubeHalfCentered,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredRConcreteHalfQuarterPost,concreteShapes:halfQuarterPost,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
pouredRConcretePillar100,concreteShapes:pillar100,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
