Key,Source,Context,Max Line Width,English,Francais,German
ttGFXSET_GOForeground_h,UI,Tooltip,,UI Foreground Opacity,,
ttGFXSET_GraphicsQuality_b,UI,Tooltip,,Overall Graphics Quality.  Changes almost all settings. \nPerformance Impact: Very High\n,,
ttGFXSET_GraphicsQuality_h,UI,Tooltip,,Graphics Quality,,
ttGFXSET_GrassDistance_b,UI,Tooltip,,The maximum distance at which you can see grass.\nPerformance Impact: Medium\n,,
ttGFXSET_GrassDistance_h,UI,Tooltip,,Grass Distance,,
ttGFXSET_HudOpacity_b,UI,Tooltip,,Opacity of in-game heads up display (HUD).\nPerformance Impact: None\n,,
ttGFXSET_HudOpacity_h,UI,Tooltip,,HUD Opacity,,
ttGFXSET_HudSize_b,UI,Tooltip,,The size of the heads up display (HUD) in-game.\nPerformance Impact: None\n,,
ttGFXSET_HudSize_h,UI,Tooltip,,HUD Size,,
ttGFXSET_ImageEffects_b,UI,Tooltip,,Use advanced image effects like Bloom and Anti-Aliasing.\nPerformance Impact: Medium\n,,
ttGFXSET_ImageEffects_h,UI,Tooltip,,Image Effects,,
ttGFXSET_LOD_b,UI,Tooltip,,The overall maximum level of detail at which the world is displayed.\nPerformance Impact: High\n,,
ttGFXSET_LOD_h,UI,Tooltip,,Level of Detail,,
ttGFXSET_MotionBlur_b,UI,Tooltip,,Quality level of motion blur (more pixel samples & smoothing).\nPerformance Impact: High\n,,
ttGFXSET_MotionBlur_h,UI,Tooltip,,Motion Blur,,
ttGFXSET_ReflectedShadows_b,UI,Tooltip,,Shadows are processed and displayed inside reflections.\nPerformance Impact: High\n,,
ttGFXSET_ReflectedShadows_h,UI,Tooltip,,Reflected Shadows,,
ttGFXSET_ReflectionDistance_b,UI,Tooltip,,The maximum distance at which you can see reflections.\nPerformance Impact: Very High\n,,
ttGFXSET_ReflectionDistance_h,UI,Tooltip,,Reflection Distance,,
ttGFXSET_ReflectionQuality_b,UI,Tooltip,,How clear reflections are. Provides more realistic lighting.\nPerformance Impact: Very High\n,,
ttGFXSET_ReflectionQuality_h,UI,Tooltip,,Reflection Quality,,
ttGFXSET_Resolution_b,UI,Tooltip,,Sets the screen resolution at which the game is displayed.\nPerformance Impact: Very High\n,,
ttGFXSET_Resolution_h,UI,Tooltip,,Display Resolution,,
ttGFXSET_ShadowDistance_b,UI,Tooltip,,Quality and distance of object shadows.\nPerformance Impact: High\n,,
ttGFXSET_ShadowDistance_h,UI,Tooltip,,Shadow Distance,,
ttGFXSET_ShowCompass_b,UI,Tooltip,,Turn the in-game compass on/off.\nPerformance Impact: None\n,,
ttGFXSET_ShowCompass_h,UI,Tooltip,,Show Compass,,
ttGFXSET_ShowCrosshair_b,UI,Tooltip,,Turn the in-game crosshair on/off.\nPerformance Impact: None\n,,
ttGFXSET_ShowCrosshair_h,UI,Tooltip,,Show Crosshair,,
ttGFXSET_SkyQuality_b,UI,Tooltip,,How many layers and effects occur in the  sky.\nPerformance Impact: Medium\n,,
ttGFXSET_SkyQuality_h,UI,Tooltip,,Sky Quality,,
ttGFXSET_SSAO_b,UI,Tooltip,,Use the image effect SSAO which draws more detailed shadows on objects.\nPerformance Impact: Medium\n,,
ttGFXSET_SSAO_h,UI,Tooltip,,Screen Space Ambient Occlusion,,
ttGFXSET_SunShafts_b,UI,Tooltip,,Aka. God Rays.  Shines rays of light from the sun past obstructing objects.\nPerformance Impact: Medium\n,,
ttGFXSET_SunShafts_h,UI,Tooltip,,Sun Shafts,,
ttGFXSET_TexQuality_b,UI,Tooltip,,Saves video memory and performance by setting the texture resolution.\nPerformance Impact: Medium\n,,
ttGFXSET_TexQuality_h,UI,Tooltip,,Texture Quality,,
ttGFXSET_Tonemapping_b,UI,Tooltip,,Enhances the colors in game to match expected mood.\nPerformance Impact: Low\n,,
ttGFXSET_Tonemapping_h,UI,Tooltip,,Tonemapping,,
ttGFXSET_TreeQuality_b,UI,Tooltip,,Overall quality of the trees based on how far away they are.\nPerformance Impact: High\n,,
ttGFXSET_TreeQuality_h,UI,Tooltip,,Tree Quality,,
ttGFXSET_ViewDistance_b,UI,Tooltip,,How far the world can be viewed.\nPerformance Impact: High\n,,
ttGFXSET_ViewDistance_h,UI,Tooltip,,View Distance,,
ttGFXSET_Vsync_b,UI,Tooltip,,Combats screen tearing by synchronizing the game to the monitors refresh rate.\nPerformance Impact: Low\n,,
ttGFXSET_Vsync_h,UI,Tooltip,,Vertical Synchronization,,
ttGFXSET_WaterQuality_b,UI,Tooltip,,Layers and effects occurring on surface of water planes.\nPerformance Impact: Low\n,,
ttGFXSET_WaterQuality_h,UI,Tooltip,,Water Quality,,
ttInventoryFull,UI,Tooltip,,"Unable to craft '{0}', inventory is full!",,
ttItemNeedsRepair,UI,Tooltip,,The item needs repairs or is missing parts,,
ttLevelUp,UI,Tooltip,,Level Up! You are now level {0} and have {1} skill points to spend.,,
ttMapSelectSpawnPoint,UI,Tooltip,,If you select your home position you'll spawn there,,
ttMapUnSelectSpawnPoint,UI,Tooltip,,If you deselect your home position you'll spawn randomly around,,
ttRecipeUnlocked,UI,Tooltip,,New Recipe Unlocked: '{0}',,
ttRepairToolsMissing,UI,Tooltip,,"Unable to repair this item, missing these tools:",,
ttRepairWeapon,UI,Tooltip,,Repair weapons using weapon repair kits on the crafting grid,,
ttScrapMetalBrass,UI,Tooltip,,Place brass items on the crafting grid to get scrap brass,,
ttScrapMetalIron,UI,Tooltip,,Place iron items on the crafting grid to get scrap iron,,
ttScrapMetalLead,UI,Tooltip,,Place lead items on the crafting grid to get scrap lead,,
ttSkillCannotPurchase,UI,Tooltip,,This skill's levels cannot be purchased.,,
ttSkillLevelUp,UI,Tooltip,,Your skill in {0} is now level {1},,
ttSkillMaxLevel,UI,Tooltip,,You are at max level for this skill.,,
ttSkillPointsNotEnough,UI,Tooltip,,You do not have the required skill points for that.,,
ttSkillRequirementsNotMet,UI,Tooltip,,The requirements for this skill have not been met.,,
ttSkillsRelated,UI,Tooltip,,Related skills not yet implemented.,,
wrnInventoryFull,UI,Tooltip,,No room in inventory. Crafting has been halted until space is cleared.,,
wrnQueueFull,UI,Tooltip,,No room in queue!,,
wrnWorkstationOutputFull,UI,Tooltip,,No room in workstation output. Crafting has been halted until space is cleared.,,
campfireActivate,UI,Use Prompt,,<{0}> to open campfire,,
forgeActivate,UI,Use Prompt,,<{0}> to open forge,,
itemTooltipFocusedOne,UI,Use Prompt,,<{0}> Collect {1},,
itemTooltipFocusedSeveral,UI,Use Prompt,,<{0}> Collect {2} of {1},,
lootEntity,UI,Use Prompt,,<{0}> Search {1},,
lootTooltipEmpty,UI,Use Prompt,,Empty {1},,
lootTooltipNew,UI,Use Prompt,,<{0}> Search {1} (Untouched),,
lootTooltipTouched,UI,Use Prompt,,<{0}> Search {1},,
xuiAccept,UI,XUI,,ACCEPT,,
xuiActiveEffects,UI,XUI,,ACTIVE EFFECTS,,
xuiAllies,UI,XUI,,ALLIES,,
xuiAllSkills,UI,XUI,,ALL SKILLS,,
xuiAssembleMustReadBook,UI,XUI,,You must read the correct book to assemble this item.,,
xuiAttributes,UI,XUI,,ATTRIBUTES,,
xuiBasics,UI,XUI,,BASICS,,
xuiBuffStatCoreTemp,UI,XUI,,Core Temp,,
xuiBuffStatDays,UI,XUI,,DAYS,,
xuiBuffStatDuration,UI,XUI,,Duration,,
xuiBuffStatGassiness,UI,XUI,,Gassiness,,
xuiBuffStatHealth,UI,XUI,,Health,,
xuiBuffStatHours,UI,XUI,,HRS,,
xuiBuffStatModifierMax,UI,XUI,,[DECEA3]{1} max {0}.[-],,
xuiBuffStatModifierMaxForSeconds,UI,XUI,,[DECEA3]{1} max {0} for {2}.[-],,
xuiBuffStatModifierSetValueDec,UI,XUI,,{0}: [DECEA3]decreased by {1}%.[-],,
xuiBuffStatModifierSetValueForSecondsDec,UI,XUI,,{0}: [DECEA3]decreased by {1}% for {2}.[-],,
xuiBuffStatModifierSetValueForSecondsInc,UI,XUI,,{0}: [DECEA3]increased by {1}% for {2}.[-],,
xuiBuffStatModifierSetValueInc,UI,XUI,,{0}: [DECEA3]increased by {1}%.[-],,
xuiBuffStatModifierValueOT,UI,XUI,,{0}: [DECEA3]{1} every {2} second(s).[-],,
xuiBuffStatModifierValueOTForSeconds,UI,XUI,,{0}: [DECEA3]{1} every {2} second(s) for {3}.[-],,
xuiBuffStatMovementSpeed,UI,XUI,,Movement Speed,,
xuiBuffStatSickness,UI,XUI,,Sickness,,
xuiBuffStatStamina,UI,XUI,,Stamina,,
xuiBuffStatTimeLeft,UI,XUI,,Time Left,,
xuiBuffStatWellness,UI,XUI,,Wellness,,
xuiClose,UI,XUI,,CLOSE,,
xuiCost,UI,XUI,,COST,,
xuiCraftQueueFull,UI,XUI,,No room in queue!,,
xuiCreative,UI,XUI,,CREATIVE,,
xuiDay,UI,XUI,,DAY,,
xuiDayTime,UI,XUI,,DAY/TIME,,
xuiDeaths,UI,XUI,,DEATHS,,
xuiDecline,UI,XUI,,DECLINE,,
xuiDefense,UI,XUI,,DEFENSE,,
xuiDescriptionLabel,UI,XUI,,DESCRIPTION,,
xuiDescriptionNotAvailable,UI,XUI,,DESCRIPTION NOT AVAILABLE AT THIS TIME.,,
xuiDurability,UI,XUI,,DURABILITY,,
xuiElevation,UI,XUI,,ELEVATION,,
xuiEmptyInfoPanelText,UI,XUI,,"[LEFT CLICK] TO INSPECT AN ITEM, RECIPE OR ACTIVE EFFECT\n[LEFT CLICK] HOLD AND DRAG TO TAKE A STACK\n[LEFT CLICK] TO DROP OR SWAP A STACK\n[RIGHT CLICK] HOLD AND DRAG TO TAKE A HALF STACK\n[RIGHT CLICK] TO DROP ONE ITEM AT A TIME",,
xuiEmptyVehicleStorage,UI,XUI,,ADD BASKET TO ACCESS STORAGE.,,
xuiEveryone,UI,XUI,,EVERYONE,,
xuiExamine,UI,XUI,,EXAMINE,,
xuiFeelsLike,UI,XUI,,FEELS LIKE,,
xuiFood,UI,XUI,,FOOD,,
xuiFuel,UI,XUI,,FUEL,,
xuiGas,UI,XUI,,GAS,,
xuiInput,UI,XUI,,INPUT,,
xuiInventory,UI,XUI,,INVENTORY,,
xuiInventoryFull,UI,XUI,,"No room in inventory, crafting has been halted until space is cleared.",,
xuiInventoryFullDropping,UI,XUI,,Inventory is full. Dropping items on ground.,,
xuiItemsCrafted,UI,XUI,,ITEMS CRAFTED,,
xuiKilometers,UI,XUI,,Kilometers,,
xuiKM,UI,XUI,,KM,,
xuiKMTravelled,UI,XUI,,KM TRAVELED,,
xuiLevel,UI,XUI,,LEVEL,,
xuiLongestLife,UI,XUI,,LONGEST LIFE,,
xuiLoot,UI,XUI,,LOOT,,
xuiLooting,UI,XUI,,LOOTING,,
xuiMap,UI,XUI,,MAP,,
xuiMapDayTime,UI,XUI,,Day/Time,,
xuiMapStats,UI,XUI,,MAP STATS,,
xuiMinibike,UI,XUI,,MINIBIKE,,
xuiMinibikeStorage,UI,XUI,,MINIBIKE STORAGE,,
xuiNextLevelRequirements,UI,XUI,,NEXT LVL REQUIREMENTS,,
xuiNoise,UI,XUI,,NOISE,,
xuiObjectives,UI,XUI,,OBJECTIVES,,
xuiObjectivesNotAvailable,UI,XUI,,OBJECTIVES NOT AVAILABLE AT THIS TIME.,,
xuiOutput,UI,XUI,,OUTPUT,,
xuiPing,UI,XUI,,PING,,
xuiPlayerKills,UI,XUI,,PLAYER KILLS,,
xuiPlayers,UI,XUI,,PLAYERS,,
xuiPlayerStats,UI,XUI,,PLAYER STATS,,
xuiPointsAvailable,UI,XUI,,Point(s) Available,,
xuiQuality,UI,XUI,,QUALITY,,
xuiQuests,UI,XUI,,QUESTS,,
xuiQuickWaypoint,UI,XUI,,QUICK WAYPOINT,,
xuiRefuel,UI,XUI,,REFUEL,,
xuiRepair,UI,XUI,,REPAIR,,
xuiRepairMissingMats,UI,XUI,,You do not have the required materials to repair this item.,,
xuiRepairMustReadBook,UI,XUI,,You must read the correct book to repair this item.,,
xuiRequired,UI,XUI,,REQUIRED,,
xuiRequirements,UI,XUI,,REQUIREMENTS,,
xuiRewards,UI,XUI,,REWARDS,,
xuiRewardsNotAvailable,UI,XUI,,REWARDS NOT AVAILABLE AT THIS TIME.,,
xuiSaveWaypoint,UI,XUI,,SAVE WAYPOINT,,
xuiScore,UI,XUI,,SCORE,,
xuiSeats,UI,XUI,,SEATS,,
xuiSharedWaypoints,UI,XUI,,SHARED WAYPOINTS,,
xuiSkillPerkName,UI,XUI,,SKILL/PERK NAME,,
xuiSkillStatComingSoon,UI,XUI,,"COMING SOON PROFESSION, HOBBY AND MAIN STATS.",,
xuiSkillStats,UI,XUI,,SKILL STATS,,
xuiSpeed,UI,XUI,,SPEED,,
xuiStats,UI,XUI,,STATS,,
xuiStatus,UI,XUI,,STATUS,,
xuiSteamID,UI,XUI,,STEAM ID,,
xuiTakeAllKey,UI,XUI,,'R',,
xuiTime,UI,XUI,,TIME,,
xuiTip,UI,XUI,,TIP,,
xuiTools,UI,XUI,,TOOLS,,
xuiTrack,UI,XUI,,TRACK,,
xuiTurnOff,UI,XUI,,TURN OFF,,
xuiTurnOn,UI,XUI,,TURN ON,,
xuiType,UI,XUI,,TYPE,,
xuiVehicleNoiseLoud,UI,XUI,,LOUD,,
xuiVehicleNoiseModerate,UI,XUI,,MODERATE,,
xuiVehicleNoiseSoft,UI,XUI,,SOFT,,
xuiVehicleSpeedFast,UI,XUI,,FAST,,
xuiVehicleSpeedNone,UI,XUI,,NONE,,
xuiVehicleSpeedNormal,UI,XUI,,NORMAL,,
xuiVehicleSpeedSlow,UI,XUI,,SLOW,,
xuiVoice,UI,XUI,,VOICE,,
xuiWater,UI,XUI,,WATER,,
xuiWaypoints,UI,XUI,,WAYPOINTS,,
xuiWellness,UI,XUI,,WELLNESS,,
xuiWind,UI,XUI,,WIND,,
xuiWorkstationOutputFull,UI,XUI,,"No room in workstation output, crafting has been halted until space is cleared.",,
xuiZombieKills,UI,XUI,,ZOMBIE KILLS,,
plantedCotton3HarvestLarge,blocks,Block,,Cotton,,
plantedGoldenrod3HarvestLarge,blocks,Block,,Goldenrod Flower,,
lblCategoryAll,UI,Tooltip,,All,,
awningGroupDesc,blocks,Block,,An awning made from cloth.,,
camoNetGroupDesc,blocks,Block,,"Camouflage your base! Unfortunately, zombies seem to find you by smell.",,
sandbagsGroupDesc,blocks,Block,,Sandbags are not very sturdy but can be put down quickly and provide decent protection from bullets.,,
sc_General,entityclasses,Entity,,Supply Crate,,
browserServerTime,UI,Server Browser,,Server Time,,
browserGameSeed,UI,Server Browser,,Game Seed,,
browserDayLength,UI,Server Browser,,24 Hour Cycle,,
browserDaylightLength,UI,Server Browser,,Daylight Hours,,
browserBlockDurability,UI,Server Browser,,Block Durability,,
browserAirdropInterval,UI,Server Browser,,Air Drops,,
browserLootAbundance,UI,Server Browser,,Loot Abundance,,
browserLootRespawnInterval,UI,Server Browser,,Loot Respawn Time,,
browserDropOnDeath,UI,Server Browser,,Drop on Death,,
browserDropOnQuit,UI,Server Browser,,Drop on Quit,,
browserEnemyMemory,UI,Server Browser,,Enemy Memory,,
browserEnemySpawning,UI,Server Browser,,Enemy Spawning,,
browserMaxZombies,UI,Server Browser,,Max Zombies Alive,,
browserMaxAnimals,UI,Server Browser,,Max Animals Alive,,
browserCheatMode,UI,Server Browser,,Cheat Mode,,
browserClaimSize,UI,Server Browser,,Claim Size,,
browserClaimDeadzone,UI,Server Browser,,Claim Deadzone,,
browserClaimDuration,UI,Server Browser,,Claim Duration,,
browserClaimDecayMode,UI,Server Browser,,Claim Decay Mode,,
browserClaimHealthOnline,UI,Server Browser,,Claim Health Online,,
browserClaimHealthOffline,UI,Server Browser,,Claim Health Offline,,
browserStandardServers,UI,Server Browser,,Standard Servers,,
browserModdedServers,UI,Server Browser,,Modded Servers,,
browserPeerToPeer,UI,Server Browser,,Peer2Peer games,,
browserFriendServers,UI,Server Browser,,Servers friends are playing on,,
browserHistoryFavorites,UI,Server Browser,,History and Favorites,,
browserLAN,UI,Server Browser,,Servers on the local network,,
browserStopRefreshing,UI,Server Browser,,Stop refreshing,,
browserRestartRefreshing,UI,Server Browser,,Restart refreshing,,
browserRemoveFavorite,UI,Server Browser,,Remove from favorites,,
browserAddFavorite,UI,Server Browser,,Add to favorites,,
browserConnect,UI,Server Browser,,Connect,,
browserDifficultyTooltip,UI,Server Browser,,"Difficulty\n(1 = easiest, 6 = hardest)",,
browserFeralTooltip,UI,Server Browser,,Feral zombies,,
browserPingTooltip,UI,Server Browser,,Ping,,
browserPlayersTooltip,UI,Server Browser,,Players online / max,,
browserZombieRunModeTooltip,UI,Server Browser,,"Zombies\n(always run, always walk, run @ night & walk @ day)",,
browserServernameTooltip,UI,Server Browser,,Server Name,,
browserEACTooltip,UI,Server Browser,,EasyAntiCheat protection,,
browserPasswordTooltip,UI,Server Browser,,Password required,,
browserWorldnameTooltip,UI,Server Browser,,World name,,
uiBackToMain,UI,Generic,,Return to main menu,,
minibikeChassisDesc,items,Item ,,Put the chassis on your toolbelt and place it on the ground to start assembling a minibike.,,
blueSpruceSeedDesc,items,Item,,Plant these seeds in dirt to grow a tree.,,
ttQuestNoLocation,UI,Tooltip,,Selected Quest does not have a location to show.,,
cannotBreatheWrn,buffs,Buff,,Cannot Breathe,,
cannotBreatheWrnDesc,buffs,Buff,,You are running out of air.,,
cannotBreatheWrnTooltip,buffs,Buff,,You are running out of air!,,
workbenchSkillDesc,progression,Perk,,Unlocks the workbench recipe.,,
msgStartingGame,UI,Menu,,Starting game...,,
msgBuildingEnvironment,UI,Menu,,Building environment...,,
cigarDesc,items,Item Clothes,,"You do love it when a plan comes together, don't you?",,
lblAttributeApplyBuff,UI,Item Info,,Apply Buff,,
lblAttributeNoiseRange,UI,Item Info,,Noise Range,,
timeAbbreviationHours,UI,Tooltip,,h,,
timeAbbreviationMinutes,UI,Tooltip,,m,,
timeAbbreviationSeconds,UI,Tooltip,,s,,
treasureChest,blocks,Loot Container,,Treasure Chest,,
loadActionLoading,UI,Load Actions,,Loading,,
loadActionMoveSaveGameFolder,UI,Load Actions,,moving savegame folder,,
loadActionCharacterModels,UI,Load Actions,,character models,,
loadActionBlockTextures,UI,Load Actions,,block textures,,
loadActionTerrainTextures,UI ,Load Actions,,terrain textures,,
loadActionDone,UI,Load Actions,,done,,
loadActionParticles,UI,Load Actions,,particles,,
loadActionMaterials,UI,Load Actions,,materials,,
loadActionAtlases,UI,Load Actions,,atlases,,
loadActionBlocks,UI,Load Actions,,blocks,,
loadActionItems,UI,Load Actions,,items,,
lblLoadGame,UI,Menu,,Load Game,,
lblContinueGame,UI,Menu,,CONTINUE GAME,,
xuiSkillCraftingTime,UI,Menu,,Crafting Time,,
xuiSkillCraftingQuality,UI,Menu,,Crafting Quality,,
xuiSkillCraftingOutputCount,UI,Menu,,Crafting Output Count,,
xuiSkillRepairTime,UI,Menu,,Repair Time,,
xuiSkillRepairAmount,UI,Menu,,Repair Amount,,
xuiSkillRepairQualityLoss,UI,Menu,,Repair Quality Loss,,
xuiSkillEntityDamage,UI,Menu,,Entity Damage,,
xuiSkillBlockDamage,UI,Menu,,Block Damage,,
xuiSkillRangedFalloff,UI,Menu,,Ranged Falloff,,
xuiSkillReloadSpeed,UI,Menu,,Reload Speed,,
xuiSkillArmorDefense,UI,Menu,,Armor Defense,,
xuiSkillMaxHealth,UI,Menu,,Max Health,,
xuiSkillMaxStamina,UI,Menu,,Max Stamina,,
xuiSkillMaxHunger,UI,Menu,,Max Hunger,,
xuiSkillMaxThirst,UI,Menu,,Max Thirst,,
xuiSkillMinWellness,UI,Menu,,Min Wellness,,
xuiSkillMaxWellness,UI,Menu,,Max Wellness,,
xuiSkillWellnessGain,UI,Menu,,Wellness Gain,,
xuiSkillWellnessReduction,UI,Menu,,Wellness Reduction,,
xuiSkillHealthGain,UI,Menu,,Health Gain,,
xuiSkillStaminaGain,UI,Menu,,Stamina Gain,,
xuiSkillHungerDegradation,UI,Menu,,Hunger Degradation,,
xuiSkillThirstDegradation,UI,Menu,,Thirst Degradation,,
xuiSkillHealthDegradation,UI,Menu,,Health Degradation,,
xuiSkillStaminaDegradation,UI,Menu,,Stamina Degradation,,
xuiSkillMaxSpeed,UI,Menu,,Max Speed,,
xuiSkillWalkSpeed,UI,Menu,,Walk Speed,,
xuiSkillRunSpeed,UI,Menu,,Run Speed,,
xuiSkillLootTime,UI,Menu,,Loot Time,,
xuiSkillLootQuality,UI,Menu,,Loot Quality,,
xuiSkillHarvestCount,UI,Menu,,Harvest Count,,
xuiSkillCrouchSpeed,UI,Menu,,Crouch Speed,,
xuiSkillNoise,UI,Menu,,Noise,,
xuiSkillSmell,UI,Menu,,Smell,,
xuiSkillCrawl,UI,Menu,,Crawl,,
xuiSkillDismembermentChance,UI,Menu,,Dismemberment Chance,,
xuiSkillDismembermentBonus,UI,Menu,,Dismemberment Bonus,,
xuiSkillTreasureRadius,UI,Menu,,Treasure Radius,,
lblAttributeRecipe,UI,Item Info,,Recipe,,
lblCategoryBooks,UI,Tooltip,,Books,,
lblCenterOnPlayer,UI,Tooltip,,Center on Player,,
lblCenterOnSleepingBag,UI,Tooltip,,Center on Sleeping Bag,,
lblCursorPosition,UI,Tooltip,,Cursor Position,,
lblRemoveQuickWaypoint,UI,Tooltip,,Remove Quick Waypoint,,
lblTrackWaypoint,UI,Tooltip,,Track Waypoint,,
lblShowOnMap,UI,Tooltip,,Show On Map,,
lblRemoveWaypoint,UI,Tooltip,,Remove Waypoint,,
lblShareWaypoint,UI,Tooltip,,Share Waypoint,,
lblSaveWaypoint,UI,Tooltip,,Save Waypoint,,
lblToggleActive,UI,Tooltip,,Toggle Active,,
lblRemoveQuest,UI,Tooltip,,Remove Quest,,
lblToggleClothes,UI,Tooltip,,Toggle Clothes On/Off,,
lblReloadArchetypeXML,UI,Tooltip,,Reload Archetype XML Data,,
lblFavorites,UI,Tooltip,,Favorites,,
lblKnown,UI,Item Info,,Known,,
xuiInspect,UI,XUI,,INSPECT,,
isBusy,UI,Tooltip,,You are busy.,,
leatherTanningPerk,progression,Perk,,Leather Tanning,,
leatherTanningPerkDesc,progression,Perk,,Unlocks the abilities to tan animal hides and craft leather.,,
xuiSmelting,UI,Menu,,Smelting,,
xuiSkillBreathHoldDuration,UI,Menu,,Breath Hold Duration,,
lblCategoryFirearms,UI,Tooltip,,Firearms,,
lblCategoryWeapons,UI,Tooltip,,Weapons,,
lblCategoryScavenging,UI,Tooltip,,Scavenging,,
lblCategoryHealth,UI,Tooltip,,Health/Fitness,,
lblCategoryCraftingMisc,UI,Tooltip,,Crafting/Miscellaneous,,
ttMissingCraftingResources,UI,Tooltip,,You don't have the necessary resources to craft this.,,
ttMissingCraftingTools,UI,Tooltip,,You don't have the required tools to craft this.,,
ttMissingCraftingFuel,UI,Tooltip,,You don't have the required fuel to craft this.,,
ttMissingCraftingRecipe,UI,Tooltip,,You do not have the required recipe.,,
tshirtClothesGroupDesc,items,Item Clothes,,Show off your biceps while getting a little protection against the weather and other damage types with this cotton shirt.,,
tshirtBlack,items,Item Clothes,,Black T-Shirt,,
tshirtBlue,items,Item Clothes,,Blue T-Shirt,,
tshirtBrown,items,Item Clothes,,Brown T-Shirt,,
tshirtGreen,items,Item Clothes,,Green T-Shirt,,
tshirtRed,items,Item Clothes,,Red T-Shirt,,
tshirtWhite,items,Item Clothes,,White T-Shirt,,
sweatshirt,items,Item Clothes,,White Sweatshirt,,
sweatshirtBlack,items,Item Clothes,,Black Sweatshirt,,
sweatshirtBlue,items,Item Clothes,,Blue Sweatshirt,,
sweatshirtBrown,items,Item Clothes,,Brown Sweatshirt,,
sweatshirtGreen,items,Item Clothes,,Green Sweatshirt,,
sweatshirtRed,items,Item Clothes,,Red Sweatshirt,,
radiation,buffs,Buff,,Deadly Radiation,,
radiationDesc,buffs,Buff,,You have entered a Deadly Radiation zone!,,
radiationTooltip,buffs,Buff,,You have entered a Deadly Radiation zone!,,
xuiSent,UI,XUI,,SENT,,
xuiReceived,UI,XUI,,RECEIVED,,
xuiNA,UI,XUI,,N/A,,
goMarkAirDrops,UI,Menu,,Mark Air Drops,,
goMarkAirDropsDesc,UI,Menu,,Sets if existing air drops will show on map and compass.,,
